"Course","LessonId","SectionType","SectionTitle","ContentLength","Content"
"java","epoch-9-lesson-9","THEORY","Download dependencies (cached if pom.xml unchanged)","32","RUN ./mvnw dependency:go-offline"
"java","epoch-9-lesson-9","THEORY","Copy source code","14","COPY src ./src"
"java","epoch-9-lesson-9","THEORY","Build application","36","RUN ./mvnw clean package -DskipTests"
"java","epoch-9-lesson-9","THEORY","Production stage - smaller image","47","FROM eclipse-temurin:23-jre-alpine
WORKDIR /app"
"java","epoch-9-lesson-9","THEORY","Copy JAR from builder","45","COPY --from=builder /app/target/*.jar app.jar"
"java","epoch-9-lesson-9","THEORY","Expose port","11","EXPOSE 8080"
"java","epoch-9-lesson-9","KEY_POINT","Step 3: Environment Variables for Production","38","Create: .env (NEVER commit this file!)"
"java","epoch-9-lesson-9","THEORY","Step 4: Deploy with Docker Compose","14","BUILD AND RUN:"
"java","epoch-9-lesson-9","THEORY","Build the Docker image","20","docker compose build"
"java","epoch-9-lesson-9","THEORY","Start all services (app + database)","20","docker compose up -d"
"java","epoch-9-lesson-9","THEORY","View logs","26","docker compose logs -f app"
"javascript","17.2","EXAMPLE","All Import Attribute Syntaxes","42","Master every way to use import attributes:"
"javascript","17.5","EXAMPLE","Practical Decorators","37","Common real-world decorator patterns:"
"javascript","18.3","EXAMPLE","The $ Tagged Template","34","Run shell commands with the $ tag:"
"javascript","18.4","EXAMPLE","Basic Bundling","39","Bundle your app with one function call:"
"javascript","18.5","EXAMPLE","Calling C Functions","46","Load and call functions from shared libraries:"
"javascript","18.5","EXAMPLE","Custom Native Libraries","26","Call your own Rust/C code:"
"kotlin","1.2","THEORY","Solution 3: Age Calculator","27","

**Sample Output**:

---

"
"kotlin","1.3","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","1.3","THEORY","Solution 1","7","

---

"
"kotlin","1.4","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","1.4","THEORY","Solution 1: Temperature Converter Functions","27","

**Sample Output**:

---

"
"kotlin","1.4","THEORY","Solution 2: BMI Calculator with Functions","27","

**Sample Output**:

---

"
"kotlin","1.4","THEORY","Solution 3: Simple Banking Functions","27","

**Sample Output**:

---

"
"kotlin","1.5","THEORY","Introduction","37","**Estimated Time**: 65 minutes

---

"
"kotlin","1.5","THEORY","Solution 1: Student Grade Manager","27","

**Sample Output**:

---

"
"kotlin","1.5","THEORY","Solution 2: Shopping Cart with Unique Items","27","

**Sample Output**:

---

"
"kotlin","1.5","THEORY","Solution 3: Word Frequency Counter","24","

**Sample Run**:

---

"
"kotlin","1.6","THEORY","Introduction","37","**Estimated Time**: 55 minutes

---

"
"kotlin","1.6","THEORY","Solution 1: Safe User Profile Display","27","

**Sample Output**:

---

"
"kotlin","1.6","THEORY","Solution 2: String Processor with Null Safety","27","

**Sample Output**:

---

"
"kotlin","1.6","THEORY","Solution 3: Safe Config Reader","27","

**Sample Output**:

---

"
"kotlin","1.7","THEORY","Introduction","37","**Estimated Time**: 90 minutes

---

"
"kotlin","1.7","THEORY","Complete Solution","48","
Here's the full calculator application:


---

"
"kotlin","1.7","THEORY","Sample Output","7","

---

"
"kotlin","1.9","THEORY","Complete Solution","42","
Here's the full, working program:


---

"
"kotlin","3.1","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","3.1","THEORY","Solution: Student Class","20","

**Output**:

---

"
"kotlin","3.1","THEORY","Solution: Rectangle Class","20","

**Output**:

---

"
"kotlin","3.1","THEORY","Solution: BankAccount Class","20","

**Output**:

---

"
"kotlin","3.2","THEORY","Introduction","37","**Estimated Time**: 65 minutes

---

"
"kotlin","3.2","THEORY","Solution: Temperature Converter","7","

---

"
"kotlin","3.2","THEORY","Solution: Shopping Cart","20","

**Output**:

---

"
"kotlin","3.2","THEORY","Solution: User Profile","20","

**Output**:

---

"
"kotlin","3.3","THEORY","Introduction","37","**Estimated Time**: 70 minutes

---

"
"kotlin","3.3","THEORY","Solution: Employee Hierarchy","7","

---

"
"kotlin","3.3","THEORY","Solution: Shape Hierarchy","7","

---

"
"kotlin","3.3","THEORY","Solution: Bank Account Hierarchy","7","

---

"
"kotlin","3.4","THEORY","Introduction","37","**Estimated Time**: 65 minutes

---

"
"kotlin","3.4","EXAMPLE","Real-World Example: E-Commerce System","7","

---

"
"kotlin","3.4","THEORY","Solution: Media Player System","7","

---

"
"kotlin","3.4","THEORY","Solution: Smart Home System","7","

---

"
"kotlin","3.4","THEORY","Solution: Plugin System","7","

---

"
"kotlin","3.5","THEORY","Introduction","37","**Estimated Time**: 65 minutes

---

"
"kotlin","3.5","THEORY","Sealed Classes for State Management","7","

---

"
"kotlin","3.5","THEORY","Solution: Product Catalog","7","

---

"
"kotlin","3.5","THEORY","Solution: API Result","7","

---

"
"kotlin","3.5","THEORY","Solution: Task Management","7","

---

"
"kotlin","3.6","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","3.6","EXAMPLE","Real-World Example: Database Manager","7","

---

"
"kotlin","3.6","THEORY","Solution: Logging System","7","

---

"
"kotlin","3.6","THEORY","Solution: Database Factory","7","

---

"
"kotlin","3.6","THEORY","Solution: Cache System","7","

---

"
"kotlin","3.7","THEORY","Introduction","36","**Estimated Time**: 3-4 hours

---

"
"kotlin","4.11","THEORY","Reading Annotations at Runtime","39","

### Finding Annotated Members


---

"
"kotlin","4.12","THEORY","Configuration DSL","46","
Create a type-safe configuration DSL:


---

"
"kotlin","4.12","THEORY","Advanced DSL Pattern: Builder with Validation","7","

---

"
"kotlin","4.13","THEORY","Phase 2: Task Executor with Coroutines (60 minutes)","26","
### Task Executor


---

"
"kotlin","4.13","THEORY","Phase 5: DSL Configuration (60 minutes)","40","
### Task DSL


### Workflow DSL


---

"
"kotlin","4.13","THEORY","Complete Solution: TaskFlow System","49","
Here's the complete integrated solution:


---

"
"kotlin","4.13","THEORY","Testing Your Implementation","7","

---

"
"kotlin","4.6","THEORY","Sample Data","7","

---

"
"kotlin","4.6","THEORY","Step 1: Data Model","44","
First, define your data structures.


---

"
"kotlin","4.6","THEORY","Step 2: CSV Parser","40","
Create a functional CSV parser.


---

"
"kotlin","4.6","THEORY","Step 3: Validation Pipeline","42","
Create data validation functions.


---

"
"kotlin","4.6","THEORY","Complete Solution","42","
Here's the full working solution:


---

"
"kotlin","5.10","THEORY","Introduction","37","**Estimated Time**: 65 minutes

---

"
"kotlin","5.11","THEORY","Introduction","37","**Estimated Time**: 70 minutes

---

"
"kotlin","5.12","THEORY","Introduction","37","**Estimated Time**: 70 minutes

---

"
"kotlin","5.13","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","5.14","THEORY","Introduction","37","**Estimated Time**: 70 minutes

---

"
"kotlin","5.14","THEORY","Integration Testing Endpoints","44","
### Example: Testing Auth Endpoints


---

"
"kotlin","5.14","THEORY","Testing Protected Endpoints","7","

---

"
"kotlin","5.14","THEORY","Testing with Koin","30","
### Test Module Setup


---

"
"kotlin","5.14","THEORY","Solution","7","

---

"
"kotlin","5.15","THEORY","Introduction","36","**Estimated Time**: 4-6 hours

---

"
"kotlin","5.15","EXAMPLE","Example Solution Structure","7","

---

"
"kotlin","5.5","THEORY","? Solution & Explanation","21","

### Testing


---

"
"kotlin","5.7","THEORY","? Solution & Explanation","7","

---

"
"kotlin","5.8","THEORY","?? Complete Project Structure","7","

---

"
"kotlin","5.8","THEORY","? Solution & Explanation","7","

---

"
"kotlin","5.9","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","6.1","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","6.10","THEORY","Introduction","36","**Estimated Time**: 4-6 hours

---

"
"kotlin","6.10","THEORY","Testing","7","

---

"
"kotlin","6.2","THEORY","Introduction","37","**Estimated Time**: 70 minutes

---

"
"kotlin","6.2","THEORY","Solution 1","7","

---

"
"kotlin","6.2","THEORY","Solution 2","7","

---

"
"kotlin","6.2","THEORY","Solution 3","7","

---

"
"kotlin","6.3","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","6.3","THEORY","Spacer","50","
Create fixed spacing between composables:


---

"
"kotlin","6.3","THEORY","Solution 1","7","

---

"
"kotlin","6.3","THEORY","Solution 2","7","

---

"
"kotlin","6.3","THEORY","Solution 3","7","

---

"
"kotlin","6.4","THEORY","Introduction","37","**Estimated Time**: 70 minutes

---

"
"kotlin","6.4","THEORY","Derived State","41","
State computed from other state:


---

"
"kotlin","6.4","THEORY","Solution 1","7","

---

"
"kotlin","6.4","THEORY","Solution 2","7","

---

"
"kotlin","6.4","THEORY","Solution 3","7","

---

"
"kotlin","6.5","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","6.5","THEORY","Bottom Navigation","18","
### Setup


---

"
"kotlin","6.5","THEORY","Navigation Drawer","7","

---

"
"kotlin","6.5","THEORY","Nested Navigation","7","

---

"
"kotlin","6.5","THEORY","Solution 1","7","

---

"
"kotlin","6.5","THEORY","Solution 2","7","

---

"
"kotlin","6.5","THEORY","Solution 3","7","

---

"
"kotlin","6.6","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","6.6","THEORY","Kotlin Serialization","24","
### Data Models


---

"
"kotlin","6.6","THEORY","Repository Pattern","7","

---

"
"kotlin","6.6","THEORY","ViewModel with Network Calls","7","

---

"
"kotlin","6.6","THEORY","UI with Loading States","7","

---

"
"kotlin","6.6","THEORY","Image Loading with Coil","7","

---

"
"kotlin","6.6","THEORY","Advanced: Pagination","7","

---

"
"kotlin","6.6","THEORY","Solution 1","7","

---

"
"kotlin","6.6","THEORY","Solution 2","7","

---

"
"kotlin","6.6","THEORY","Solution 3","7","

---

"
"kotlin","6.7","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","6.7","THEORY","Repository with Room","7","

---

"
"kotlin","6.7","THEORY","ViewModel with Room","7","

---

"
"kotlin","6.7","THEORY","UI with Room Data","7","

---

"
"kotlin","6.7","THEORY","Relationships","24","
### One-to-Many


---

"
"kotlin","6.7","THEORY","DataStore for Preferences","7","

---

"
"kotlin","6.7","THEORY","Migration","7","

---

"
"kotlin","6.7","THEORY","Solution 1","7","

---

"
"kotlin","6.7","THEORY","Solution 2","7","

---

"
"kotlin","6.7","THEORY","Solution 3","7","

---

"
"kotlin","6.8","THEORY","Introduction","37","**Estimated Time**: 70 minutes

---

"
"kotlin","6.8","THEORY","UI State Pattern","28","
### Sealed UI State


---

"
"kotlin","6.8","THEORY","Testing ViewModels","49","
### Unit Test Setup


### Test ViewModel


---

"
"kotlin","6.8","THEORY","Solution 1","7","

---

"
"kotlin","6.8","THEORY","Solution 2","7","

---

"
"kotlin","6.8","THEORY","Solution 3","7","

---

"
"kotlin","6.9","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","6.9","THEORY","Infinite Animations","7","

---

"
"kotlin","6.9","THEORY","Solution 1","7","

---

"
"kotlin","6.9","THEORY","Solution 2","7","

---

"
"kotlin","6.9","THEORY","Solution 3","7","

---

"
"kotlin","7.1","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","7.1","THEORY","Solution 3","41","

**Platform Implementations**:




---

"
"kotlin","7.2","THEORY","Introduction","37","**Estimated Time**: 80 minutes

---

"
"kotlin","7.2","THEORY","Solution 1","19","

**Tests**:

---

"
"kotlin","7.2","THEORY","Solution 2","19","

**Tests**:

---

"
"kotlin","7.2","THEORY","Solution 3","45","
**Tests First**:

**Implementation**:

---

"
"kotlin","7.3","THEORY","Introduction","37","**Estimated Time**: 85 minutes

---

"
"kotlin","7.3","THEORY","Solution 2","7","

---

"
"kotlin","7.3","THEORY","Solution 3","7","

---

"
"kotlin","7.4","THEORY","Introduction","37","**Estimated Time**: 90 minutes

---

"
"kotlin","7.4","THEORY","Solution 1","7","

---

"
"kotlin","7.4","THEORY","Solution 2","7","

---

"
"kotlin","7.4","THEORY","Exercise 3: Secure File Upload","45","
Create a secure file upload endpoint.

---

"
"kotlin","7.4","THEORY","Solution 3","7","

---

"
"kotlin","7.5","THEORY","Introduction","37","**Estimated Time**: 85 minutes

---

"
"kotlin","7.5","THEORY","Backend (Ktor) CI/CD Pipeline","39","
**.github/workflows/ktor.yml**:

---

"
"kotlin","7.5","THEORY","Solution 1","48","
**.github/workflows/android-ci-cd.yml**:

---

"
"kotlin","7.5","THEORY","Solution 3","42","
**.github/workflows/release.yml**:

---

"
"kotlin","7.6","THEORY","Introduction","37","**Estimated Time**: 80 minutes

---

"
"kotlin","7.7","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","7.7","THEORY","Solution 1","7","

---

"
"kotlin","7.7","THEORY","Exercise 2: Set Up Error Tracking","45","
Integrate Sentry with custom context.

---

"
"kotlin","7.7","THEORY","Solution 2","7","

---

"
"kotlin","7.7","THEORY","Solution 3","7","

---

"
"kotlin","7.8","THEORY","Introduction","38","**Estimated Time**: 12-16 hours

---

"
"kotlin","7.8","THEORY","Architecture Overview","7","

---

"
"kotlin","7.8","THEORY","Phase 4: Testing (2-3 hours)","46","
### Backend Tests


### Android Tests


---

"
"kotlin","7.8","THEORY","Phase 5: CI/CD Pipeline (1-2 hours)","36","
### GitHub Actions Workflow


---

"
"kotlin","8.1","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","8.1","EXAMPLE","Project Structure","44","
A typical Gradle project looks like this:

"
"kotlin","8.1","EXAMPLE","gradle.properties","50","
The properties file configures Gradle behavior:

"
"kotlin","8.1","EXAMPLE","Solution: Project Setup","1","
"
"kotlin","8.2","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","8.2","EXAMPLE","Using Version Catalogs","47","
Reference the catalog in your build scripts:

"
"kotlin","8.2","EXAMPLE","Excluding Dependencies","47","
Exclude transitive dependencies when needed:

"
"kotlin","8.2","EXAMPLE","Solution: Version Catalog","1","
"
"kotlin","8.3","THEORY","Introduction","37","**Estimated Time**: 90 minutes

---

"
"kotlin","8.3","EXAMPLE","Complete KMP Configuration","44","
A full multiplatform build configuration:

"
"kotlin","8.4","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","8.4","EXAMPLE","Creating Custom Tasks","47","
Custom tasks automate project-specific work:

"
"kotlin","8.4","EXAMPLE","Typed Tasks","49","
Use built-in task types for common operations:

"
"kotlin","8.4","EXAMPLE","Applying Script Plugins","41","
Apply the plugin in your build script:

"
"kotlin","8.4","EXAMPLE","Practical Task: Generate API Client","43","
A real-world example of code generation:

"
"kotlin","8.5","THEORY","Introduction","37","**Estimated Time**: 90 minutes

---

"
"kotlin","8.5","EXAMPLE","buildSrc/build.gradle.kts","40","
Configure buildSrc to use Kotlin DSL:

"
"kotlin","8.5","EXAMPLE","Using Convention Plugins","42","
Apply the convention plugin in modules:

"
"kotlin","8.5","EXAMPLE","Convention Plugin with Extensions","36","
Add custom configuration options:

"
"kotlin","8.5","EXAMPLE","Real-World Convention Plugin","40","
A production-ready convention plugin:

"
"kotlin","8.6","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","8.6","EXAMPLE","Essential gradle.properties","41","
Optimize builds with these properties:

"
"kotlin","8.6","EXAMPLE","Remote Build Cache","38","
Share cache across your team or CI:

"
"kotlin","8.6","EXAMPLE","Profiling Builds","37","
Identify slow parts of your build:

"
"kotlin","8.6","EXAMPLE","Kotlin Compilation Optimization","44","
Speed up Kotlin compilation specifically:

"
"kotlin","8.6","EXAMPLE","Optimized Multi-Module Build","44","
Optimal configuration for large projects:

"
"kotlin","9.1","THEORY","Introduction","37","**Estimated Time**: 50 minutes

---

"
"kotlin","9.1","EXAMPLE","Pure vs Impure Functions","47","
Understanding the difference is fundamental:

"
"kotlin","9.1","EXAMPLE","Function Composition","50","
Build complex operations from simple functions:

"
"kotlin","9.1","EXAMPLE","Higher-Order Functions","49","
Functions that take or return other functions:

"
"kotlin","9.1","EXAMPLE","Solution: Functional Refactoring","1","
"
"kotlin","9.2","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","9.2","EXAMPLE","Creating Results","41","
Multiple ways to create Result values:

"
"kotlin","9.2","EXAMPLE","Extracting Values","30","
Getting values from Result:

"
"kotlin","9.2","EXAMPLE","Chaining Operations","48","
Build pipelines that short-circuit on errors:

"
"kotlin","9.2","EXAMPLE","Handling Results with fold","42","
Process both success and failure cases:

"
"kotlin","9.2","EXAMPLE","Recovering from Errors","40","
Transform failures back to successes:

"
"kotlin","9.2","EXAMPLE","Real-World Example: API Calls","36","
Using Result for HTTP operations:

"
"kotlin","9.2","EXAMPLE","Solution: Validation Pipeline","1","
"
"kotlin","9.3","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","9.3","EXAMPLE","Defining Error Types","44","
Create domain-specific error hierarchies:

"
"kotlin","9.3","EXAMPLE","Working with Either","37","
Basic operations on Either values:

"
"kotlin","9.3","EXAMPLE","Chaining with flatMap","49","
Sequentially compose operations that can fail:

"
"kotlin","9.3","EXAMPLE","The either { } Builder","42","
Cleaner syntax for chaining operations:

"
"kotlin","9.3","EXAMPLE","Working with Option","35","
Option for explicit optionality:

"
"kotlin","9.3","EXAMPLE","Validated for Form Validation","33","
Collect all validation errors:

"
"kotlin","9.3","EXAMPLE","Using Validated","30","
Handling Validated results:

"
"kotlin","9.3","EXAMPLE","Solution: User Service","1","
"
"kotlin","9.4","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","9.4","EXAMPLE","Basic Railway Pattern","33","
Building a two-track pipeline:

"
"kotlin","9.4","EXAMPLE","Building the Railway","38","
Complete order processing pipeline:

"
"kotlin","9.4","EXAMPLE","Alternative: flatMap Chain","34","
The same railway using flatMap:

"
"kotlin","9.4","EXAMPLE","Handling at the End","48","
Process the result at the end of the railway:

"
"kotlin","9.4","EXAMPLE","Transforming Tracks","44","
Operations that stay on or switch tracks:

"
"kotlin","9.4","EXAMPLE","Real-World: User Registration","42","
Complete railway for user registration:

"
"kotlin","9.5","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","9.5","EXAMPLE","Basic Raise Usage","34","
Using Raise for error handling:

"
"kotlin","9.5","EXAMPLE","Ensure and EnsureNotNull","31","
Built-in validation helpers:

"
"kotlin","9.5","EXAMPLE","Composing Multiple Error Types","49","
Handling functions with different error types:

"
"kotlin","9.5","EXAMPLE","Raise with Coroutines","44","
Integrating Raise with suspend functions:

"
"kotlin","9.5","EXAMPLE","Catch for Exception Conversion","41","
Converting exceptions to typed errors:

"
"kotlin","9.5","EXAMPLE","Solution: Effect-Based Service","1","
"
"kotlin","9.6","THEORY","Introduction","37","**Estimated Time**: 45 minutes

---

"
"kotlin","9.6","EXAMPLE","Designing Error Hierarchies","45","
Create clear, domain-specific error types:

"
"kotlin","9.6","EXAMPLE","Safe API Calls Pattern","43","
Convert HTTP exceptions to typed errors:

"
"kotlin","9.6","EXAMPLE","Android ViewModel Pattern","41","
Integrating with Android architecture:

"
"kotlin","9.6","EXAMPLE","Ktor Server Pattern","33","
Error handling in Ktor routes:

"
"kotlin","9.6","EXAMPLE","Testing Functional Code","48","
Test patterns for Either-returning functions:

"
"kotlin","9.6","EXAMPLE","Complete Example: Order Service","27","
Putting it all together:

"
"kotlin","10.1","THEORY","Introduction","37","**Estimated Time**: 45 minutes

---

"
"kotlin","10.1","EXAMPLE","Enabling K2 in Your Project","37","
How to configure K2 in your build:

"
"kotlin","10.2","THEORY","Introduction","37","**Estimated Time**: 50 minutes

---

"
"kotlin","10.2","EXAMPLE","Stricter Null Checking","36","
K2 is stricter about null safety:

"
"kotlin","10.2","EXAMPLE","Property Inference Changes","34","
Some type inference may differ:

"
"kotlin","10.2","EXAMPLE","Library Compatibility Check","47","
Verify your dependencies support Kotlin 2.0:

"
"kotlin","10.2","EXAMPLE","Troubleshooting Guide","37","
Common issues and their solutions:

"
"kotlin","10.3","THEORY","Introduction","37","**Estimated Time**: 60 minutes

---

"
"kotlin","10.3","EXAMPLE","Migrating Moshi to KSP","43","
Moshi code generation also supports KSP:

"
"kotlin","10.3","EXAMPLE","Migrating Dagger/Hilt to KSP","35","
Dagger and Hilt now support KSP:

"
"kotlin","10.3","EXAMPLE","KSP Configuration Options","33","
Optimize KSP for your project:

"
"kotlin","10.3","EXAMPLE","Mixing kapt and KSP","44","
Some projects need both during migration:

"
"kotlin","10.4","THEORY","Introduction","37","**Estimated Time**: 75 minutes

---

"
"kotlin","10.4","EXAMPLE","Defining the Annotation","34","
Start with a simple annotation:

"
"kotlin","10.4","EXAMPLE","Creating the Processor","37","
The core processor implementation:

"
"kotlin","10.4","EXAMPLE","Code Generation with KotlinPoet","48","
KotlinPoet makes generating Kotlin code easy:

"
"kotlin","10.4","EXAMPLE","The Provider and Registration","36","
Register your processor with KSP:

"
"kotlin","10.4","EXAMPLE","Using the Generated Code","35","
The generated builder in action:

"
"kotlin","10.4","EXAMPLE","Testing Your Processor","46","
Use compile-testing to test your processor:

"
"kotlin","10.5","THEORY","Introduction","37","**Estimated Time**: 50 minutes

---

"
"kotlin","10.5","EXAMPLE","Basic Context Receiver Usage","33","
Context receivers in practice:

"
"kotlin","10.5","EXAMPLE","Context Receivers for DSLs","50","
Context receivers enable powerful DSL patterns:

"
"kotlin","10.5","EXAMPLE","Transaction Context Pattern","50","
A real-world pattern for database transactions:

"
"python","18_04","EXAMPLE","Code Example","33","**A well-organized conftest.py:**"
